"Variable code","Variable name","Province","Citizenship","Year","Estimate","± 1 standard error"
"ACTIOT","Active non-waterfowl hunters","Prince Edward Island","All hunters","2002","200","41"
"ACTIOT","Active non-waterfowl hunters","Quebec","All hunters","2002","4401","215"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","All hunters","2002","3071","212"
"ACTIOT","Active non-waterfowl hunters","Yukon Territory","All hunters","2002","14","14"
"ACTIOT","Active non-waterfowl hunters","Alberta","All hunters","2003","1044","141"
"ACTIOT","Active non-waterfowl hunters","British Columbia","All hunters","2003","308","40"
"ACTIOT","Active non-waterfowl hunters","Manitoba","All hunters","2003","1264","167"
"ACTIOT","Active non-waterfowl hunters","New Brunswick","All hunters","2003","1007","82"
"ACTIOT","Active non-waterfowl hunters","Newfoundland and Labrador","All hunters","2003","1433","152"
"ACTIOT","Active non-waterfowl hunters","Nova Scotia","All hunters","2003","912","72"
"ACTIOT","Active non-waterfowl hunters","Northwest Territories","All hunters","2003","17","11"
"ACTIOT","Active non-waterfowl hunters","Ontario","All hunters","2003","5142","343"
"ACTIOT","Active non-waterfowl hunters","Prince Edward Island","All hunters","2003","206","42"
"ACTIOT","Active non-waterfowl hunters","Quebec","All hunters","2003","3284","173"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","All hunters","2003","3039","208"
"ACTIOT","Active non-waterfowl hunters","Alberta","All hunters","2004","730","123"
"ACTIOT","Active non-waterfowl hunters","British Columbia","All hunters","2004","263","37"
"ACTIOT","Active non-waterfowl hunters","Manitoba","All hunters","2004","1184","160"
"ACTIOT","Active non-waterfowl hunters","New Brunswick","All hunters","2004","971","84"
"ACTIOT","Active non-waterfowl hunters","Newfoundland and Labrador","All hunters","2004","937","132"
"ACTIOT","Active non-waterfowl hunters","Nova Scotia","All hunters","2004","873","74"
"ACTIOT","Active non-waterfowl hunters","Northwest Territories","All hunters","2004","11","11"
"ACTIOT","Active non-waterfowl hunters","Ontario","All hunters","2004","4991","343"
"ACTIOT","Active non-waterfowl hunters","Prince Edward Island","All hunters","2004","154","35"
"ACTIOT","Active non-waterfowl hunters","Quebec","All hunters","2004","3819","203"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","All hunters","2004","3693","251"
"ACTIOT","Active non-waterfowl hunters","Yukon Territory","All hunters","2004","26","25"
"ACTIOT","Active non-waterfowl hunters","Alberta","All hunters","2005","962","142"
"ACTIOT","Active non-waterfowl hunters","British Columbia","All hunters","2005","255","34"
"ACTIOT","Active non-waterfowl hunters","Manitoba","All hunters","2005","1306","173"
"ACTIOT","Active non-waterfowl hunters","New Brunswick","All hunters","2005","1162","105"
"ACTIOT","Active non-waterfowl hunters","Newfoundland and Labrador","All hunters","2005","910","133"
"ACTIOT","Active non-waterfowl hunters","Nova Scotia","All hunters","2005","869","89"
"ACTIOT","Active non-waterfowl hunters","Northwest Territories","All hunters","2005","12","12"
"ACTIOT","Active non-waterfowl hunters","Ontario","All hunters","2005","4493","324"
"ACTIOT","Active non-waterfowl hunters","Prince Edward Island","All hunters","2005","166","37"
"ACTIOT","Active non-waterfowl hunters","Quebec","All hunters","2005","3752","218"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","All hunters","2005","3294","232"
"ACTIOT","Active non-waterfowl hunters","Alberta","All hunters","2006","904","147"
"ACTIOT","Active non-waterfowl hunters","British Columbia","All hunters","2006","321","40"
"ACTIOT","Active non-waterfowl hunters","Manitoba","All hunters","2006","1440","186"
"ACTIOT","Active non-waterfowl hunters","New Brunswick","All hunters","2006","901","81"
"ACTIOT","Active non-waterfowl hunters","Newfoundland and Labrador","All hunters","2006","4195","244"
"ACTIOT","Active non-waterfowl hunters","Nova Scotia","All hunters","2006","793","74"
"ACTIOT","Active non-waterfowl hunters","Northwest Territories","All hunters","2006","18","17"
"ACTIOT","Active non-waterfowl hunters","Ontario","All hunters","2006","5486","402"
"ACTIOT","Active non-waterfowl hunters","Prince Edward Island","All hunters","2006","126","31"
"ACTIOT","Active non-waterfowl hunters","Quebec","All hunters","2006","3629","216"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","All hunters","2006","3304","236"
"ACTIOT","Active non-waterfowl hunters","Yukon Territory","All hunters","2006","73","46"
"ACTIOT","Active non-waterfowl hunters","Alberta","All hunters","2007","1060","165"
"ACTIOT","Active non-waterfowl hunters","British Columbia","All hunters","2007","333","38"
"ACTIOT","Active non-waterfowl hunters","Manitoba","All hunters","2007","1694","205"
"ACTIOT","Active non-waterfowl hunters","New Brunswick","All hunters","2007","1062","102"
"ACTIOT","Active non-waterfowl hunters","Newfoundland and Labrador","All hunters","2007","4785","265"
"ACTIOT","Active non-waterfowl hunters","Nova Scotia","All hunters","2007","866","103"
"ACTIOT","Active non-waterfowl hunters","Ontario","All hunters","2007","4422","322"
"ACTIOT","Active non-waterfowl hunters","Prince Edward Island","All hunters","2007","105","36"
"ACTIOT","Active non-waterfowl hunters","Quebec","All hunters","2007","3126","196"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","All hunters","2007","3156","237"
"ACTIOT","Active non-waterfowl hunters","Alberta","All hunters","2008","858","156"
"ACTIOT","Active non-waterfowl hunters","British Columbia","All hunters","2008","288","41"
"ACTIOT","Active non-waterfowl hunters","Manitoba","All hunters","2008","1118","162"
"ACTIOT","Active non-waterfowl hunters","New Brunswick","All hunters","2008","996","112"
"ACTIOT","Active non-waterfowl hunters","Newfoundland and Labrador","All hunters","2008","5170","317"
"ACTIOT","Active non-waterfowl hunters","Nova Scotia","All hunters","2008","966","118"
"ACTIOT","Active non-waterfowl hunters","Ontario","All hunters","2008","4454","361"
"ACTIOT","Active non-waterfowl hunters","Prince Edward Island","All hunters","2008","202","64"
"ACTIOT","Active non-waterfowl hunters","Quebec","All hunters","2008","3716","231"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","All hunters","2008","3217","237"
"ACTIOT","Active non-waterfowl hunters","Yukon Territory","All hunters","2008","9","8"
"ACTIOT","Active non-waterfowl hunters","Alberta","All hunters","2009","1218","193"
"ACTIOT","Active non-waterfowl hunters","British Columbia","All hunters","2009","250","41"
"ACTIOT","Active non-waterfowl hunters","Manitoba","All hunters","2009","1092","169"
"ACTIOT","Active non-waterfowl hunters","New Brunswick","All hunters","2009","1038","118"
"ACTIOT","Active non-waterfowl hunters","Newfoundland and Labrador","All hunters","2009","4439","300"
"ACTIOT","Active non-waterfowl hunters","Nova Scotia","All hunters","2009","749","86"
"ACTIOT","Active non-waterfowl hunters","Northwest Territories","All hunters","2009","16","15"
"ACTIOT","Active non-waterfowl hunters","Ontario","All hunters","2009","4277","373"
"ACTIOT","Active non-waterfowl hunters","Prince Edward Island","All hunters","2009","148","50"
"ACTIOT","Active non-waterfowl hunters","Quebec","All hunters","2009","3184","220"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","All hunters","2009","2606","222"
"ACTIOT","Active non-waterfowl hunters","Yukon Territory","All hunters","2009","40","28"
"ACTIOT","Active non-waterfowl hunters","Alberta","All hunters","2010","629","144"
"ACTIOT","Active non-waterfowl hunters","British Columbia","All hunters","2010","269","41"
"ACTIOT","Active non-waterfowl hunters","Manitoba","All hunters","2010","558","126"
"ACTIOT","Active non-waterfowl hunters","New Brunswick","All hunters","2010","584","83"
"ACTIOT","Active non-waterfowl hunters","Newfoundland and Labrador","All hunters","2010","4040","265"
"ACTIOT","Active non-waterfowl hunters","Nova Scotia","All hunters","2010","629","85"
"ACTIOT","Active non-waterfowl hunters","Ontario","All hunters","2010","3241","322"
"ACTIOT","Active non-waterfowl hunters","Prince Edward Island","All hunters","2010","124","45"
"ACTIOT","Active non-waterfowl hunters","Quebec","All hunters","2010","1949","167"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","All hunters","2010","2137","216"
"ACTIOT","Active non-waterfowl hunters","Alberta","All hunters","2011","1085","174"
"ACTIOT","Active non-waterfowl hunters","British Columbia","All hunters","2011","271","45"
"ACTIOT","Active non-waterfowl hunters","Manitoba","All hunters","2011","1294","176"
"ACTIOT","Active non-waterfowl hunters","New Brunswick","All hunters","2011","943","111"
"ACTIOT","Active non-waterfowl hunters","Newfoundland and Labrador","All hunters","2011","4778","318"
"ACTIOT","Active non-waterfowl hunters","Nova Scotia","All hunters","2011","832","98"
"ACTIOT","Active non-waterfowl hunters","Northwest Territories","All hunters","2011","16","16"
"ACTIOT","Active non-waterfowl hunters","Ontario","All hunters","2011","4371","345"
"ACTIOT","Active non-waterfowl hunters","Prince Edward Island","All hunters","2011","225","63"
"ACTIOT","Active non-waterfowl hunters","Quebec","All hunters","2011","2924","197"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","All hunters","2011","2976","237"
"ACTIOT","Active non-waterfowl hunters","Yukon Territory","All hunters","2011","25","25"
"ACTIOT","Active non-waterfowl hunters","Alberta","All hunters","2012","1222","210"
"ACTIOT","Active non-waterfowl hunters","British Columbia","All hunters","2012","235","41"
"ACTIOT","Active non-waterfowl hunters","Manitoba","All hunters","2012","867","138"
"ACTIOT","Active non-waterfowl hunters","New Brunswick","All hunters","2012","1058","134"
"ACTIOT","Active non-waterfowl hunters","Newfoundland and Labrador","All hunters","2012","5505","378"
"ACTIOT","Active non-waterfowl hunters","Nova Scotia","All hunters","2012","717","90"
"ACTIOT","Active non-waterfowl hunters","Ontario","All hunters","2012","4388","399"
"ACTIOT","Active non-waterfowl hunters","Prince Edward Island","All hunters","2012","158","59"
"ACTIOT","Active non-waterfowl hunters","Quebec","All hunters","2012","3182","224"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","All hunters","2012","3361","278"
"ACTIOT","Active non-waterfowl hunters","Alberta","All hunters","2013","1409","291"
"ACTIOT","Active non-waterfowl hunters","British Columbia","All hunters","2013","212","45"
"ACTIOT","Active non-waterfowl hunters","Manitoba","All hunters","2013","919","195"
"ACTIOT","Active non-waterfowl hunters","New Brunswick","All hunters","2013","1235","172"
"ACTIOT","Active non-waterfowl hunters","Newfoundland and Labrador","All hunters","2013","6044","404"
"ACTIOT","Active non-waterfowl hunters","Nova Scotia","All hunters","2013","910","115"
"ACTIOT","Active non-waterfowl hunters","Northwest Territories","All hunters","2013","55","54"
"ACTIOT","Active non-waterfowl hunters","Ontario","All hunters","2013","8121","616"
"ACTIOT","Active non-waterfowl hunters","Prince Edward Island","All hunters","2013","191","68"
"ACTIOT","Active non-waterfowl hunters","Quebec","All hunters","2013","3163","237"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","All hunters","2013","3827","334"
"ACTIOT","Active non-waterfowl hunters","Yukon Territory","All hunters","2013","31","30"
"ACTIOT","Active non-waterfowl hunters","Alberta","All hunters","2014","936","218"
"ACTIOT","Active non-waterfowl hunters","British Columbia","All hunters","2014","245","50"
"ACTIOT","Active non-waterfowl hunters","Manitoba","All hunters","2014","1121","164"
"ACTIOT","Active non-waterfowl hunters","New Brunswick","All hunters","2014","1052","172"
"ACTIOT","Active non-waterfowl hunters","Newfoundland and Labrador","All hunters","2014","642","149"
"ACTIOT","Active non-waterfowl hunters","Nova Scotia","All hunters","2014","852","111"
"ACTIOT","Active non-waterfowl hunters","Ontario","All hunters","2014","7520","612"
"ACTIOT","Active non-waterfowl hunters","Prince Edward Island","All hunters","2014","155","80"
"ACTIOT","Active non-waterfowl hunters","Quebec","All hunters","2014","2563","211"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","All hunters","2014","3295","263"
"ACTIOT","Active non-waterfowl hunters","Alberta","All hunters","2015","773","217"
"ACTIOT","Active non-waterfowl hunters","British Columbia","All hunters","2015","321","62"
"ACTIOT","Active non-waterfowl hunters","Manitoba","All hunters","2015","949","186"
"ACTIOT","Active non-waterfowl hunters","New Brunswick","All hunters","2015","891","129"
"ACTIOT","Active non-waterfowl hunters","Newfoundland and Labrador","All hunters","2015","419","108"
"ACTIOT","Active non-waterfowl hunters","Nova Scotia","All hunters","2015","848","99"
"ACTIOT","Active non-waterfowl hunters","Ontario","All hunters","2015","6087","480"
"ACTIOT","Active non-waterfowl hunters","Prince Edward Island","All hunters","2015","61","34"
"ACTIOT","Active non-waterfowl hunters","Quebec","All hunters","2015","3351","245"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","All hunters","2015","3437","285"
"ACTIOT","Active non-waterfowl hunters","Yukon Territory","All hunters","2015","77","55"
"ACTIOT","Active non-waterfowl hunters","Alberta","All hunters","2016","1390","282"
"ACTIOT","Active non-waterfowl hunters","British Columbia","All hunters","2016","337","66"
"ACTIOT","Active non-waterfowl hunters","Manitoba","All hunters","2016","999","169"
"ACTIOT","Active non-waterfowl hunters","New Brunswick","All hunters","2016","895","118"
"ACTIOT","Active non-waterfowl hunters","Newfoundland and Labrador","All hunters","2016","686","141"
"ACTIOT","Active non-waterfowl hunters","Nova Scotia","All hunters","2016","644","82"
"ACTIOT","Active non-waterfowl hunters","Ontario","All hunters","2016","4913","413"
"ACTIOT","Active non-waterfowl hunters","Prince Edward Island","All hunters","2016","145","57"
"ACTIOT","Active non-waterfowl hunters","Quebec","All hunters","2016","3206","228"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","All hunters","2016","3339","290"
"ACTIOT","Active non-waterfowl hunters","Yukon Territory","All hunters","2016","14","13"
"ACTIOT","Active non-waterfowl hunters","Alberta","All hunters","2017","1422","274"
"ACTIOT","Active non-waterfowl hunters","British Columbia","All hunters","2017","336","60"
"ACTIOT","Active non-waterfowl hunters","Manitoba","All hunters","2017","1013","156"
"ACTIOT","Active non-waterfowl hunters","New Brunswick","All hunters","2017","776","126"
"ACTIOT","Active non-waterfowl hunters","Newfoundland and Labrador","All hunters","2017","422","111"
"ACTIOT","Active non-waterfowl hunters","Nova Scotia","All hunters","2017","491","70"
"ACTIOT","Active non-waterfowl hunters","Ontario","All hunters","2017","6198","486"
"ACTIOT","Active non-waterfowl hunters","Prince Edward Island","All hunters","2017","56","28"
"ACTIOT","Active non-waterfowl hunters","Quebec","All hunters","2017","2870","229"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","All hunters","2017","3383","284"
"ACTIOT","Active non-waterfowl hunters","Alberta","All hunters","2018","1227","237"
"ACTIOT","Active non-waterfowl hunters","British Columbia","All hunters","2018","253","54"
